iter	RMSE
590	154435.3668
591	154108.3947
592	153882.6421
593	153676.6087
594	153408.8698
595	153154.2648
596	152865.4485
597	152607.5412
598	152352.2338
599	152069.6499
600	151809.3719
601	151607.8559
602	151467.3116
603	151166.7969
604	150938.086
605	150597.6629
606	150146.7406
607	149906.3105
608	149705.6972
609	149400.0211
610	149219.6843
611	148926.7359
612	148776.3506
613	148542.3095
614	148213.1981
615	147894.7368
616	147841.6376
617	147681.8956
618	147490.131
619	147299.9686
620	146988.5319
621	146966.3721
622	146762.6605
623	146622.0686
624	146605.0561
625	146436.9433
626	146233.278
627	146016.0065
628	145791.4658
629	145617.8393
630	145574.0152
631	145444.3068
632	145164.8591
633	145050.3101
634	144880.9965
635	144526.5816
636	144359.939
637	144306.6714
638	144192.1744
639	143998.8463
640	143774.8542
641	143434.5762
642	143223.2751
643	143116.5519
644	142881.4084
645	142612.2147
646	142457.7203
647	142168.9912
648	141927.5297
649	141816.01
650	141603.7562
651	141437.7888
652	141351.0706
653	141094.0565
654	140831.9368
655	140578.1221
656	140390.8999
657	140157.4282
658	139965.4038
659	139723.977
660	139581.8281
661	139480.8249
662	139272.8963
663	139116.6553
664	138960.6339
665	138819.235
666	138581.6122
667	138335.7484
668	138182.4506
669	138004.5162
670	137796.8094
671	137479.2653
672	137254.5628
673	137056.8779
674	137043.2404
675	136918.1912
676	136729.317
677	136712.01
678	136613.3644
679	136584.2332
680	136341.8351
681	136160.3098
682	136064.8262
683	135745.3666
684	135582.6092
685	135390.064
686	135275.7786
687	135118.0548
688	134921.5218
689	134823.2581
690	134566.457
691	134355.5647
692	134183.4437
693	133909.309
694	133521.4621
695	133482.0653
696	133250.4836
697	133000.3028
698	132725.5035
699	132464.4302
700	132270.5607
701	132014.7909
702	132001.6688
703	131834.8107
704	131821.9671
705	131696.508
706	131564.2673
707	131360.1945
708	131200.6025
709	130929.0299
710	130912.0606
711	130784.2891
712	130646.6654
713	130542.953
714	130386.5978
715	130266.6859
716	130067.1254
717	129874.5217
718	129613.9049
719	129426.4305
720	129250.6072
721	128990.1008
722	128796.3757
723	128691.827
724	128502.7953
725	128364.4597
726	128178.359
727	127974.541
728	127704.0725
729	127577.3719
730	127445.8559
731	127384.1876
732	127119.1284
733	126823.0811
734	126689.5558
735	126468.9325
736	126247.718
737	126079.0087
738	125934.4826
739	125842.0318
740	125732.506
741	125607.5192
742	125505.9411
743	125448.3264
744	125275.6714
745	125005.1667
746	124913.835
747	124898.2856
748	124786.2659
749	124577.5386
750	124406.4918
751	124355.158
752	124336.9132
753	124290.4183
754	123976.805
755	123819.6707
756	123596.3368
757	123494.7755
758	123398.2441
759	123245.6005
760	123149.737
761	122928.0525
762	122824.5857
763	122749.2938
764	122545.5942
765	122214.6955
766	122130.0134
767	122014.1382
768	121943.2119
769	121822.4108
770	121716.653
771	121533.7918
772	121338.7662
773	121269.8172
774	121125.0271
775	120980.0161
776	120919.8268
777	120873.5685
778	120637.599
779	120476.5266
780	120262.7366
781	120120.8772
782	119967.3032
783	119919.6514
784	119763.1993
785	119656.6002
786	119460.1848
787	119357.1905
788	119206.1326
789	119003.6497
790	118846.309
791	118696.5005
792	118658.0262
793	118530.2269
794	118413.6062
795	118210.9759
796	118047.7985
797	117945.3776
798	117848.6666
799	117765.3082
800	117597.0827
801	117380.0826
802	117154.5339
803	116942.2628
804	116664.5581
805	116600.1019
806	116434.7091
807	116334.4379
808	116327.6561
809	116175.5006
810	116015.5411
811	115910.5697
812	115754.2192
813	115638.3728
814	115546.7699
815	115361.3231
816	115138.1205
817	114953.2189
818	114852.2106
819	114701.5572
820	114506.7069
821	114420.3731
822	114290.5979
823	114082.3897
824	113948.7315
825	113838.292
826	113684.1664
827	113600.7603
828	113590.5592
829	113462.1533
830	113366.6795
831	113300.2094
832	113151.478
833	112976.329
834	112850.9868
835	112751.0979
836	112642.3629
837	112626.6706
838	112473.5122
839	112347.8527
840	112341.5533
841	112255.7604
842	112188.9278
843	112096.0307
844	111932.9605
845	111725.3172
846	111709.2828
847	111481.0119
848	111356.0134
849	111132.1387
850	111125.1788
851	111111.0977
852	111104.1128
853	111097.6726
854	111024.0656
855	110925.1602
856	110738.7927
857	110543.6167
858	110417.2011
859	110298.2474
860	110183.8671
861	110000.2377
862	109994.5544
863	109986.8441
864	109879.5355
865	109776.7305
866	109768.7309
867	109761.0903
868	109755.7558
869	109639.5328
870	109524.8873
871	109518.9857
872	109345.822
873	109238.7455
874	109111.2908
875	108964.9495
876	108826.4973
877	108789.9118
878	108658.719
879	108525.6023
880	108516.4208
881	108389.3177
882	108300.8623
883	108251.025
884	108146.8127
885	108075.5824
886	108058.1286
887	108050.9642
888	107924.2508
889	107914.2483
890	107805.1343
891	107704.7264
892	107698.7283
893	107684.0249
894	107640.4564
895	107504.6073
896	107456.2049
897	107321.6173
898	107233.5989
899	107140.0179
900	106935.4681
901	106753.5633
902	106657.7123
903	106574.1545
904	106458.6243
905	106341.8915
906	106206.941
907	106200.7624
908	106181.3849
909	106163.9981
910	106135.5884
911	106118.8045
912	106051.2086
913	105933.2893
914	105743.4197
915	105650.9546
916	105632.2889
917	105497.078
918	105493.7192
919	105429.1795
920	105237.5971
921	105118.1335
922	104968.7744
923	104793.5483
924	104711.4872
925	104533.0844
926	104363.7346
927	104299.5554
928	104296.1493
929	104237.7937
930	104104.1037
931	104010.5416
932	103909.106
933	103846.8038
934	103841.7741
935	103610.2564
936	103455.9774
937	103451.5449
938	103367.0534
939	103262.0887
940	103171.6128
941	103067.4875
942	102975.8189
943	102813.2271
944	102732.2331
945	102728.2946
946	102648.481
947	102520.5395
948	102517.4896
949	102328.4281
950	102196.5832
951	102103.0741
952	102074.3215
953	102005.4518
954	102001.5375
955	101931.0517
956	101817.0032
957	101737.0565
958	101587.6084
959	101583.8735
960	101490.7348
961	101472.7456
962	101364.339
963	101267.7388
964	101167.367
965	101164.415
966	101091.6783
967	101085.0237
968	100993.0291
969	100904.3749
970	100706.5202
971	100700.5599
972	100577.7074
973	100575.0519
974	100448.2508
975	100293.6954
976	100249.1564
977	100172.915
978	100097.6411
979	100094.8904
980	99990.85507
981	99886.07018
982	99819.35241
983	99755.89842
984	99657.16699
985	99626.10725
986	99562.9074
987	99487.63294
988	99388.99068
989	99239.46398
990	99162.84735
991	98999.8356
992	98996.55349
993	98933.97404
994	98798.25456
995	98681.54359
996	98638.93963
997	98475.31403
998	98353.35822
999	98208.28931
